Week,Building,Floor,Space Type,Space Name,Capacity,Avg. Occupancy,Avg Utilization,Avg Hours Used (HH:MM)
"May 20, 2024",Calgary Building 1,2,Desks,E257E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E257F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E257G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E258H,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E259H,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E260C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E260D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E260G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E262H,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E263H,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,2,Desks,E264A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,C350i,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,C350o,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E338B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E338C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E367G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E301C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E301G,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E302A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E302B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E315F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E316C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E316E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E316F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E317A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E317B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E317E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E318A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E318B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E318C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E318E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E318F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E323E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E324A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E324B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E325A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E325E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E326B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E326D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E326E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E327A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E328A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E328B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E331E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E331F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E336A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E336B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E351D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E351E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E351F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E362E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E363A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E363D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E364E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E365A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E365E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E366A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E366B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E366C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Desks,E366E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,3,Meeting Room,E303,4,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,417A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,417F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,417J,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,430B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,438C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,4,Desks,449E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,513B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,513D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,520B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,520C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,521A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,521C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,521F,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,542B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,542E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Desks,583E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Meeting Room,555-2,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,5,Meeting Room,518 5-C Meeting Room,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,6,Desks,620B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,6,Desks,654C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,6,Desks,654E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,6,Desks,WS22A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,6,Desks,WS22D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,773A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,773B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,777A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,777B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,782A,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,782B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,724D,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,734C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,756B,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,756C,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Desks,758E,1,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 2,7,Meeting Room,731 Meeting Room,7,0.00%,0.00%,0:00
"May 20, 2024",Calgary Building 1,1,Desks,E131E - Workstation,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,1,Desks,E136B - Workstation,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,1,Desks,E170C,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,1,Desks,E196G,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,2,Desks,E220A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,2,Desks,E227A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,2,Desks,E258B,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,2,Desks,E263E,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,3,Desks,E338A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,3,Desks,E367D,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,3,Desks,E369B,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,3,Desks,E330A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,3,Desks,E330B,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,4,Desks,475F,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,5,Desks,520A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,5,Desks,527A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,6,Desks,669A,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,6,Desks,637D,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 2,7,Desks,734D,1,25.00%,0.30%,0:01
"May 20, 2024",Calgary Building 1,1,Desks,E131A - Workstation,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,1,Desks,E191C,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,1,Desks,E192C,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,1,Desks,E199H,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,2,Desks,E244A,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,2,Desks,C261A,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,2,Desks,E245B,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,2,Desks,E256D,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,2,Desks,E260B,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,3,Desks,E369C,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,3,Desks,E301E,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,3,Desks,E302G,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,3,Desks,E363C,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 2,4,Desks,448B,1,50.00%,0.60%,0:02
"May 20, 2024",Calgary Building 2,4,Desks,475C,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 2,5,Desks,542D,1,25.00%,0.60%,0:02
"May 20, 2024",Calgary Building 1,1,Meeting Room,E128,4,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,1,Desks,E193B,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,1,Desks,E138,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,1,Desks,E191A,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E245A,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,C259F,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E222B,1,50.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E223F,1,50.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E227F,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E244B,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E256B,1,50.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Desks,E256C,1,50.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,3,Desks,E359A,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,3,Desks,E361B,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,3,Desks,E365F,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 2,6,Desks,WS19A,1,25.00%,0.90%,0:03
"May 20, 2024",Calgary Building 1,2,Meeting Room,C252,1,25.00%,1.20%,0:05
"May 20, 2024",Calgary Building 1,2,Desks,E255B,1,50.00%,1.20%,0:05
"May 20, 2024",Calgary Building 1,2,Desks,E263D,1,50.00%,1.20%,0:05
"May 20, 2024",Calgary Building 1,3,Desks,E370A,1,50.00%,1.20%,0:05
"May 20, 2024",Calgary Building 2,4,Meeting Room,415 Meeting Room,5,25.00%,1.20%,0:05
"May 20, 2024",Calgary Building 1,1,Desks,E144A,1,25.00%,1.50%,0:06
"May 20, 2024",Calgary Building 1,1,Desks,E196B,1,25.00%,1.50%,0:06
"May 20, 2024",Calgary Building 1,2,Desks,C260E,1,50.00%,1.50%,0:06
"May 20, 2024",Calgary Building 1,2,Desks,E224E,1,25.00%,1.50%,0:06
"May 20, 2024",Calgary Building 2,4,Desks,475B,1,75.00%,1.50%,0:06
"May 20, 2024",Calgary Building 2,7,Desks,758B,1,25.00%,1.50%,0:06
"May 20, 2024",Calgary Building 1,1,Desks,E124A,1,25.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,1,Desks,E196F,1,25.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,2,Desks,C259A,1,50.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,2,Desks,C259B,1,25.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,2,Desks,E213F,1,25.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,3,Desks,E338D,1,25.00%,1.80%,0:07
"May 20, 2024",Calgary Building 2,6,Desks,WS20D,1,50.00%,1.80%,0:07
"May 20, 2024",Calgary Building 2,7,Desks,734B,1,75.00%,1.80%,0:07
"May 20, 2024",Calgary Building 1,1,Desks,E197H,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,1,Desks,E101I,1,75.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,2,Desks,E220D,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,2,Desks,E253C,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,3,Desks,C350h,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,3,Desks,E331A,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,3,Desks,E331B,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,3,Desks,E337C,1,50.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,3,Desks,E366G,1,25.00%,2.10%,0:08
"May 20, 2024",Calgary Building 2,4,Desks,417D,1,50.00%,2.10%,0:08
"May 20, 2024",Calgary Building 1,1,Desks,E193C,1,50.00%,2.40%,0:10
"May 20, 2024",Calgary Building 1,2,Desks,E202E,1,25.00%,2.40%,0:10
"May 20, 2024",Calgary Building 1,2,Desks,E222E,1,100.00%,2.40%,0:10
"May 20, 2024",Calgary Building 1,3,Desks,E302F,1,25.00%,2.40%,0:10
"May 20, 2024",Calgary Building 1,1,Desks,E196D,1,25.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,1,Desks,E191F,1,50.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,2,Desks,E202A,1,25.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,2,Desks,E226D,1,50.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,3,Desks,E369A,1,50.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,3,Desks,E350B,1,50.00%,2.70%,0:11
"May 20, 2024",Calgary Building 1,1,Desks,E197C,1,25.00%,3.00%,0:12
"May 20, 2024",Calgary Building 1,1,Desks,E137,1,75.00%,3.00%,0:12
"May 20, 2024",Calgary Building 1,2,Desks,C250E,1,25.00%,3.00%,0:12
"May 20, 2024",Calgary Building 1,2,Desks,E223E,1,100.00%,3.00%,0:12
"May 20, 2024",Calgary Building 1,3,Desks,E350C,1,50.00%,3.00%,0:12
"May 20, 2024",Calgary Building 2,5,Desks,514C,1,50.00%,3.00%,0:12
"May 20, 2024",Calgary Building 1,1,Meeting Room,E112,1,75.00%,3.30%,0:13
"May 20, 2024",Calgary Building 1,2,Desks,E254H,1,25.00%,3.30%,0:13
"May 20, 2024",Calgary Building 1,3,Desks,E336D,1,25.00%,3.30%,0:13
"May 20, 2024",Calgary Building 2,4,Desks,417G,1,100.00%,3.60%,0:15
"May 20, 2024",Calgary Building 2,6,Desks,638A,1,25.00%,3.60%,0:15
"May 20, 2024",Calgary Building 1,3,Desks,E332B,1,50.00%,3.90%,0:16
"May 20, 2024",Calgary Building 2,7,Desks,724B,1,50.00%,3.90%,0:16
"May 20, 2024",Calgary Building 2,7,Desks,751D,1,75.00%,3.90%,0:16
"May 20, 2024",Calgary Building 1,1,Meeting Room,E116,4,50.00%,4.20%,0:17
"May 20, 2024",Calgary Building 1,1,Desks,E198E,1,50.00%,4.20%,0:17
"May 20, 2024",Calgary Building 1,2,Meeting Room,C251,1,25.00%,4.20%,0:17
"May 20, 2024",Calgary Building 1,3,Desks,C350q,1,50.00%,4.20%,0:17
"May 20, 2024",Calgary Building 1,1,Meeting Room,E151,5,100.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,2,Desks,E232B,1,25.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,2,Desks,E251C,1,50.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,2,Desks,E264D,1,100.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,3,Desks,E360A,1,25.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,3,Desks,E366H,1,75.00%,4.50%,0:18
"May 20, 2024",Calgary Building 2,6,Desks,662A,1,25.00%,4.50%,0:18
"May 20, 2024",Calgary Building 1,2,Desks,C261B,1,25.00%,4.80%,0:20
"May 20, 2024",Calgary Building 2,7,Desks,768B,1,50.00%,4.80%,0:20
"May 20, 2024",Calgary Building 1,1,Desks,E131D - Workstation,1,50.00%,5.10%,0:21
"May 20, 2024",Calgary Building 1,1,Desks,E131F - Workstation,1,25.00%,5.40%,0:22
"May 20, 2024",Calgary Building 1,3,Desks,E316B,1,25.00%,5.40%,0:22
"May 20, 2024",Calgary Building 1,3,Desks,E329A,1,50.00%,5.40%,0:22
"May 20, 2024",Calgary Building 1,3,Desks,E336C,1,25.00%,5.40%,0:22
"May 20, 2024",Calgary Building 1,1,Desks,E190A,1,25.00%,5.70%,0:23
"May 20, 2024",Calgary Building 1,1,Desks,E001E,1,75.00%,6.00%,0:25
"May 20, 2024",Calgary Building 1,1,Desks,E131C - Workstation,1,25.00%,6.00%,0:25
"May 20, 2024",Calgary Building 1,2,Desks,E228A,1,50.00%,6.00%,0:25
"May 20, 2024",Calgary Building 1,3,Desks,C350e,1,25.00%,6.00%,0:25
"May 20, 2024",Calgary Building 1,1,Desks,E101K,1,25.00%,6.30%,0:26
"May 20, 2024",Calgary Building 1,2,Desks,E226E,1,25.00%,6.30%,0:26
"May 20, 2024",Calgary Building 2,7,Desks,751B,1,25.00%,6.30%,0:26
"May 20, 2024",Calgary Building 2,7,Desks,756E,1,25.00%,6.30%,0:26
"May 20, 2024",Calgary Building 1,1,Meeting Room,E123,1,75.00%,6.50%,0:27
"May 20, 2024",Calgary Building 1,3,Desks,C350f,1,50.00%,6.50%,0:27
"May 20, 2024",Calgary Building 1,2,Desks,C261C,1,25.00%,6.80%,0:28
"May 20, 2024",Calgary Building 1,2,Desks,E201D,1,25.00%,6.80%,0:28
"May 20, 2024",Calgary Building 2,5,Desks,527D,1,25.00%,6.80%,0:28
"May 20, 2024",Calgary Building 1,3,Desks,E338F,1,25.00%,7.10%,0:30
"May 20, 2024",Calgary Building 1,3,Desks,C350p,1,25.00%,7.10%,0:30
"May 20, 2024",Calgary Building 1,3,Desks,E362D,1,75.00%,7.10%,0:30
"May 20, 2024",Calgary Building 2,6,Desks,627A,1,25.00%,7.10%,0:30
"May 20, 2024",Calgary Building 1,1,Desks,E189G,1,25.00%,7.40%,0:31
"May 20, 2024",Calgary Building 1,1,Desks,E194F,1,50.00%,7.40%,0:31
"May 20, 2024",Calgary Building 1,2,Desks,E232C,1,75.00%,7.40%,0:31
"May 20, 2024",Calgary Building 2,6,Desks,669C,1,25.00%,7.40%,0:31
"May 20, 2024",Calgary Building 1,2,Desks,E212B,1,25.00%,7.70%,0:32
"May 20, 2024",Calgary Building 2,4,Meeting Room,414 Meeting Room,6,100.00%,7.70%,0:32
"May 20, 2024",Calgary Building 2,6,Desks,638D,1,25.00%,7.70%,0:32
"May 20, 2024",Calgary Building 1,3,Desks,E315E,1,50.00%,8.00%,0:33
"May 20, 2024",Calgary Building 2,6,Desks,WS19E,1,25.00%,8.00%,0:33
"May 20, 2024",Calgary Building 2,7,Desks,751E,1,25.00%,8.00%,0:33
"May 20, 2024",Calgary Building 1,2,Desks,E254A,1,25.00%,8.60%,0:36
"May 20, 2024",Calgary Building 1,1,Meeting Room,E126 Phone Booth,1,50.00%,8.90%,0:37
"May 20, 2024",Calgary Building 1,2,Desks,E212A,1,25.00%,8.90%,0:37
"May 20, 2024",Calgary Building 1,2,Desks,E257A,1,25.00%,8.90%,0:37
"May 20, 2024",Calgary Building 1,3,Desks,E319B,1,25.00%,8.90%,0:37
"May 20, 2024",Calgary Building 2,5,Desks,576A,1,25.00%,8.90%,0:37
"May 20, 2024",Calgary Building 2,7,Desks,754F,1,50.00%,8.90%,0:37
"May 20, 2024",Calgary Building 1,1,Desks,E189A,1,25.00%,9.20%,0:38
"May 20, 2024",Calgary Building 1,3,Desks,C350l,1,25.00%,9.20%,0:38
"May 20, 2024",Calgary Building 1,3,Desks,E357F,1,25.00%,9.20%,0:38
"May 20, 2024",Calgary Building 2,6,Desks,636C,1,25.00%,9.20%,0:38
"May 20, 2024",Calgary Building 2,6,Desks,637I,1,50.00%,9.20%,0:38
"May 20, 2024",Calgary Building 1,1,Desks,E101C,1,50.00%,9.50%,0:40
"May 20, 2024",Calgary Building 1,2,Desks,E223B,1,50.00%,9.50%,0:40
"May 20, 2024",Calgary Building 1,2,Desks,E228G,1,50.00%,9.50%,0:40
"May 20, 2024",Calgary Building 1,3,Desks,E315C,1,25.00%,9.50%,0:40
"May 20, 2024",Calgary Building 1,1,Desks,E143D,1,50.00%,9.80%,0:41
"May 20, 2024",Calgary Building 1,1,Desks,E101E,1,50.00%,9.80%,0:41
"May 20, 2024",Calgary Building 1,1,Desks,E189C,1,75.00%,9.80%,0:41
"May 20, 2024",Calgary Building 1,2,Desks,E202C,1,25.00%,9.80%,0:41
"May 20, 2024",Calgary Building 1,3,Desks,C350g,1,25.00%,9.80%,0:41
"May 20, 2024",Calgary Building 1,2,Desks,E226B,1,25.00%,10.10%,0:42
"May 20, 2024",Calgary Building 1,2,Desks,E228F,1,50.00%,10.10%,0:42
"May 20, 2024",Calgary Building 1,2,Desks,E245C,1,25.00%,10.10%,0:42
"May 20, 2024",Calgary Building 1,3,Desks,C350m,1,25.00%,10.10%,0:42
"May 20, 2024",Calgary Building 2,6,Desks,637J,1,50.00%,10.10%,0:42
"May 20, 2024",Calgary Building 1,1,Desks,E196C,1,25.00%,10.40%,0:43
"May 20, 2024",Calgary Building 1,3,Desks,E338H,1,50.00%,10.40%,0:43
"May 20, 2024",Calgary Building 1,3,Desks,E316A,1,25.00%,10.40%,0:43
"May 20, 2024",Calgary Building 1,3,Desks,E319C,1,25.00%,10.40%,0:43
"May 20, 2024",Calgary Building 1,1,Desks,E194A,1,25.00%,10.70%,0:45
"May 20, 2024",Calgary Building 1,1,Desks,E101F,1,50.00%,10.70%,0:45
"May 20, 2024",Calgary Building 1,1,Desks,E195A,1,25.00%,10.70%,0:45
"May 20, 2024",Calgary Building 1,3,Desks,C350b,1,25.00%,10.70%,0:45
"May 20, 2024",Calgary Building 1,3,Desks,E332A,1,25.00%,10.70%,0:45
"May 20, 2024",Calgary Building 1,1,Meeting Room,E119,2,75.00%,11.00%,0:46
"May 20, 2024",Calgary Building 1,2,Desks,E215A,1,50.00%,11.00%,0:46
"May 20, 2024",Calgary Building 1,2,Desks,E228D,1,25.00%,11.00%,0:46
"May 20, 2024",Calgary Building 2,5,Desks,514A,1,25.00%,11.00%,0:46
"May 20, 2024",Calgary Building 2,7,Desks,768D,1,25.00%,11.30%,0:47
"May 20, 2024",Calgary Building 1,1,Desks,E143H,1,50.00%,11.60%,0:48
"May 20, 2024",Calgary Building 1,2,Meeting Room,C253,1,50.00%,11.60%,0:48
"May 20, 2024",Calgary Building 1,2,Desks,E222D,1,25.00%,11.60%,0:48
"May 20, 2024",Calgary Building 1,3,Desks,E367E,1,25.00%,11.60%,0:48
"May 20, 2024",Calgary Building 2,5,Meeting Room,516 5-B Meeting Room,5,50.00%,11.60%,0:48
"May 20, 2024",Calgary Building 2,6,Desks,Desk 1,1,50.00%,11.60%,0:48
